ID,IPA,POS,Alt form,Def,defFr,defDu,defEn,C1 IPA,C2 IPA,C1 Voicing,C2 Voicing,C1 place,C2 place,Homorganic,C1 Manner,C2 Manner,T-D,N-ND,D-ND,KP-K,T-N,T-ND,D-N
3159,ŋbàli̍,(s.),,espèce d’hibiscus cultivé comme légume. Hibiscus waarvan de groene vruchtjes worden gegeten.,espèce d’hibiscus cultivé comme légume,Hibiscus waarvan de groene vruchtjes worden gegeten,,ŋb,l,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3160,ŋbámù,(s.),,antilope huppée à raie dorsale noire. Rugstreep- kuifantiloopje (Cephalophus dorsalis).,antilope huppée à raie dorsale noire,Rugstreep- kuifantiloopje (Cephalophus dorsalis),,ŋb,m,voiced,voiced,labdor,lab,non-homorganic,ND,N,No,Yes,No,No,No,No,No
3161,ŋbànzà,(s.),,"fourmis rouges, — légionnaires. Rosse karavaanmie- ren.","fourmis rouges, — légionnaires",Rosse karavaanmie- ren,,ŋb,nz,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3162,ŋbàŋbò,(s. étr.),,bâton de portage. Draagstok.,,,,ŋb,ŋb,voiced,voiced,labdor,labdor,homorganic,ND,ND,No,No,No,No,No,No,No
3164,ŋbàŋgà,(s. étr.),,"palabre, cause, litige. Geschil, zaak.","palabre, cause, litige","Geschil, zaak",,ŋb,ŋg,voiced,voiced,labdor,dor,non-homorganic,ND,ND,No,No,No,Yes,No,No,No
3165,ŋbàŋgá-,(s.),ŋbàŋgá wi̍ ,", : meneur de combat ; batailleur. Voorvechter; vechtersbaas.",", ŋbàŋgá wi̍ : meneur de combat ; batailleur",Voorvechter; vechtersbaas,,ŋb,ŋg,voiced,voiced,labdor,dor,non-homorganic,ND,ND,No,No,No,Yes,No,No,No
3169,ŋbɛ̍lɛ̍,(s.),zɛ́lɛ́ ŋbɛ̍lɛ̍,", =  : lèpre. Melaatsheid.",", = zɛ́lɛ́ ŋbɛ̍lɛ̍ : lèpre",Melaatsheid,,ŋb,l,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3170,ŋbɛ̃lɛ̃,(v.),,"passer à côté, longer. Langs gaan, nevenaf gaan.","passer à côté, longer","Langs gaan, nevenaf gaan",,ŋb,l,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3172,ŋbɛnzɛ,(v.),,"être mordant. Bijten, branden (op huid).",être mordant,"Bijten, branden (op huid)",,ŋb,nz,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3173,ŋbɛ̍nzɛ̍-,(s.),ŋbɛ́nzɛ́ yàŋga̍,",  : poteaux d’appui du grenier dans une case. Steunpalen van maïszolder in hut. _",", ŋbɛ́nzɛ́ yàŋga̍ : poteaux d’appui du grenier dans une case",Steunpalen van maïszolder in hut,,ŋb,nz,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3174,ŋbɛ̀nzɛ̍,(s.),,balai de nerfs de folioles de palmier. Keerborstel uit palmblad-ribben.,balai de nerfs de folioles de palmier,Keerborstel uit palmblad-ribben,,ŋb,nz,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3175,ŋbéŋbé,(s.),,grelot. Belletje uit samengeplooid ijzeren plaatje met steentje.,grelot,Belletje uit samengeplooid ijzeren plaatje met steentje,,ŋb,ŋb,voiced,voiced,labdor,labdor,homorganic,ND,ND,No,No,No,No,No,No,No
3176,ŋbɛ̀sɛ̀,(s.),,purée de graines hui- leuses. Hutsepot van gestampte oliezaden met vlees.,purée de graines hui- leuses,Hutsepot van gestampte oliezaden met vlees,,ŋb,s,voiced,voiceless,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3177,ŋbɛ̍zɛ̍,(s.),,branches cassées pour rappeler le chemin parcouru. Gebroken takjes als aanduiding . van gevolgden weg.,branches cassées pour rappeler le chemin parcouru,Gebroken takjes als aanduiding,,ŋb,z,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3183,ŋbìlì-,(s.), ŋbìlì wi̍ ,",: joue. Wang, kaak.",", ŋbìlì wi̍ : joue","Wang, kaak",,ŋb,l,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3187,ŋbókó-,(s.), ŋbókó zu̍ gòlò wi̍ ,",: mal au genou. Gezwel aan knie.",", ŋbókó zu̍ gòlò wi̍ : mal au genou",Gezwel aan knie,,ŋb,k,voiced,voiceless,labdor,dor,non-homorganic,ND,T,No,No,No,Yes,No,No,No
3188,ŋbolo,(v.),,"frapper, heurter. Kloppen, slaan.","frapper, heurter","Kloppen, slaan",,ŋb,l,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3189,ŋbolo,(v.),,"rassembler. Vergaren, bijeenleggen.",rassembler,"Vergaren, bijeenleggen",,ŋb,l,voiced,voiced,labdor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3190,ŋboŋbo,(v. r.),,"amasser, rassembler ; concourir. Samenhopen; samenlopen.","amasser, rassembler ; concourir",Samenhopen; samenlopen,,ŋb,ŋb,voiced,voiced,labdor,labdor,homorganic,ND,ND,No,No,No,No,No,No,No
3194,ŋbɔ́nɔ́,(s.),,tube pour boire de la bière. Zuigsteel voor bier (hotte mergpijp).,tube pour boire de la bière,Zuigsteel voor bier (hotte mergpijp),,ŋb,n,voiced,voiced,labdor,cor,non-homorganic,ND,N,No,Yes,No,No,No,No,No
3198,ŋbùŋgà,(s.),ŋbuŋga bili,",  : corde principale d’un piège. Koord die stok gebogen houdt naar lus van strik.",", ŋbuŋga bili : corde principale d’un piège",Koord die stok gebogen houdt naar lus van strik,,ŋb,ŋg,voiced,voiced,labdor,dor,non-homorganic,ND,ND,No,No,No,Yes,No,No,No
3201,ŋgà’bà,(s.),,gourmandise. Gulzigheid.,gourmandise,Gulzigheid,,ŋg,b',voiced,voiced,dor,lab,non-homorganic,ND,other,No,No,No,No,No,No,No
3203,ŋga’da,(v.),,claquer de la langue (pour injurier). Met de tong klakken (teken van beschim-- ping).,claquer de la langue (pour injurier),Met de tong klakken (teken van beschim-- ping),,ŋg,d',voiced,voiced,dor,cor,non-homorganic,ND,other,No,No,No,No,No,No,No
3204,ŋgà’dí,(s.),,"criquet, sauterelle. Sprinkhaan.","criquet, sauterelle",Sprinkhaan,,ŋg,d',voiced,voiced,dor,cor,non-homorganic,ND,other,No,No,No,No,No,No,No
3205,ŋgaka,(v.),,"durcir (de fruits ou légumes). Taai ■—-, hard worden.",durcir (de fruits ou légumes),"Taai ■—-, hard worden",,ŋg,k,voiced,voiceless,dor,dor,homorganic,ND,T,No,No,No,No,No,No,No
3206,ŋgala,(v.),,"être élancé, grandir en hauteur. Slank zijn, opschieten.","être élancé, grandir en hauteur","Slank zijn, opschieten",,ŋg,l,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3207,ŋgala,(v.),,s’approcher pour atteindre. Trachten ie benaderen.,s’approcher pour atteindre,Trachten ie benaderen,,ŋg,l,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3209,ŋgámbé,(s.),,"poteau branchu près de la case. Staak met afgeknotte takken, als leun- en kapstok, met bijgelovige verering.",poteau branchu près de la case,"Staak met afgeknotte takken, als leun- en kapstok, met bijgelovige verering",,ŋg,mb,voiced,voiced,dor,lab,non-homorganic,ND,ND,No,No,No,No,No,No,No
3211,ŋganda,(v.),,"être fort, être difficile ; rendre fort. Sterk zijn, moeilijk zijn; versterken.","être fort, être difficile ; rendre fort","Sterk zijn, moeilijk zijn; versterken",,ŋg,nd,voiced,voiced,dor,cor,non-homorganic,ND,ND,No,No,No,No,No,No,No
3212,ŋgándà,(s.),,"force, vigueur, violence. Sterkte, kracht, geweld.","force, vigueur, violence","Sterkte, kracht, geweld",,ŋg,nd,voiced,voiced,dor,cor,non-homorganic,ND,ND,No,No,No,No,No,No,No
3213,ŋga̍ŋga̍,(s.),,petite saison sèche. Klein drooggetijde.,petite saison sèche,Klein drooggetijde,,ŋg,ŋg,voiced,voiced,dor,dor,homorganic,ND,ND,No,No,No,No,No,No,No
3214,ŋgàŋgà,(s. r.),,"rudesse, grossièreté. Ruwheid, barse grootdoenerij.","rudesse, grossièreté","Ruwheid, barse grootdoenerij",,ŋg,ŋg,voiced,voiced,dor,dor,homorganic,ND,ND,No,No,No,No,No,No,No
3216,ŋgáŋge̍,(s.),,rouille. Roest.,rouille,Roest,,ŋg,ŋg,voiced,voiced,dor,dor,homorganic,ND,ND,No,No,No,No,No,No,No
3218,ŋge̍le̍,(s.),,bouclier. Schild.,bouclier,Schild,,ŋg,l,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3219,ŋgèle̍,(s.),ŋgèlé lì ,", = : fort courant dans la rivière. Sterke stroming in de rivier.",", = ŋgèlé lì : fort courant dans la rivière",Sterke stroming in de rivier,,ŋg,l,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3220,ŋgèle̍,(s.),,"entre-nœud, phalange, article. Lid, stuk tussen twee knopen.","entre-nœud, phalange, article","Lid, stuk tussen twee knopen",,ŋg,l,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3222,ŋgete,(v.),,"détacher avec les dents. Met tanden iets afeten, ■—■ afknagen.",détacher avec les dents,"Met tanden iets afeten, ■—■ afknagen",,ŋg,t,voiced,voiceless,dor,cor,non-homorganic,ND,T,No,No,No,No,No,No,No
3223,ŋgete,(v. r.),,aplatir étendre ; être aplati. Plat uiteenslaan; opengeplat zijn.,aplatir étendre ; être aplati,Plat uiteenslaan; opengeplat zijn,,ŋg,t,voiced,voiceless,dor,cor,non-homorganic,ND,T,No,No,No,No,No,No,No
3224,ŋgɛ̀la̍,(s.),,bergeronette. Kwikstaart.,bergeronette,Kwikstaart,,ŋg,l,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3225,ŋgɛ’dɛ,(v.),,"épier, venir voir —, écouter en cachette. Komen afspieden, in het geniep toezien, — afluisteren.","épier, venir voir —, écouter en cachette","Komen afspieden, in het geniep toezien, — afluisteren",,ŋg,d',voiced,voiced,dor,cor,non-homorganic,ND,other,No,No,No,No,No,No,No
3226,ŋgɛ’dɛ,"(v., cfr.)",nzɛ’dɛ ,: cracher entre les dents. Tussen de tanden speken.,nzɛ’dɛ : cracher entre les dents,Tussen de tanden speken,,ŋg,d',voiced,voiced,dor,cor,non-homorganic,ND,other,No,No,No,No,No,No,No
3227,ŋgɛ̀ndɛ̍,(s.),,"chaise de branche fourchue, la base tournée en haut servant d’appui tête. Ligstoel van boommik, de takken dienen als poten, de stam als hoofdleuning.","chaise de branche fourchue, la base tournée en haut servant d’appui tête","Ligstoel van boommik, de takken dienen als poten, de stam als hoofdleuning",,ŋg,nd,voiced,voiced,dor,cor,non-homorganic,ND,ND,No,No,No,No,No,No,No
3228,ŋgɛ̀ndù,(s.),,emballage de rotins et cordes porté sur le dos. Verpakking uit rotanstengels en koorden.,emballage de rotins et cordes porté sur le dos,Verpakking uit rotanstengels en koorden,,ŋg,nd,voiced,voiced,dor,cor,non-homorganic,ND,ND,No,No,No,No,No,No,No
3230,ŋgɛmɛ,(v.),,"rassembler, amasser, porter ensemble. Vergaren, samenbrengen.","rassembler, amasser, porter ensemble","Vergaren, samenbrengen",,ŋg,m,voiced,voiced,dor,lab,non-homorganic,ND,N,No,Yes,No,No,No,No,No
3231,ŋgɛnzɛ,(v.),,"être craquant, — très sec, crépiter. Krakerig zijn.","être craquant, — très sec, crépiter",Krakerig zijn,,ŋg,nz,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3232,ŋgɛ̍nzɛ̍,(s.),,espèce de rongeur à poils épineux comme le hérisson. Knaagdier met stekels als egel (Atherurus).,espèce de rongeur à poils épineux comme le hérisson,Knaagdier met stekels als egel (Atherurus),,ŋg,nz,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3238,ŋgòko̍,(s.),,"matière purulente durcie, croûte de blessure. Ver' steven etter, roof op wonde.","matière purulente durcie, croûte de blessure","Ver' steven etter, roof op wonde",,ŋg,k,voiced,voiceless,dor,dor,homorganic,ND,T,No,No,No,No,No,No,No
3239,ŋgóló,(s. vx.),,long couteau se terminant en faucille. Houwmes eindigend op sikkel.,long couteau se terminant en faucille,Houwmes eindigend op sikkel,,ŋg,l,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3240,ŋgòlò,(s.),,"tisserin jaune commun, républicain. Republikein' vogeltje, gewoon wevervo geitje in de dorpen.","tisserin jaune commun, républicain","Republikein' vogeltje, gewoon wevervo geitje in de dorpen",,ŋg,l,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3241,ŋgo̍lo̍,(s.),ŋgóló lì ,", = : lisière boi- 4 sée entre l’eau et la plaine. ‘ Strook bos tussen water en grasland.",", = ŋgóló lì : lisière boi- 4 sée entre l’eau et la plaine",‘ Strook bos tussen water en grasland,,ŋg,l,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3242,ŋgóŋgò,(s. étr.),,bambou. Bamboe.,bambou,Bamboe,,ŋg,ŋg,voiced,voiced,dor,dor,homorganic,ND,ND,No,No,No,No,No,No,No
3243,ŋgo̍to̍,(s.),,petit pigeon des champs beige rosé. Tortelduifje. (Turtur af er).,petit pigeon des champs beige rosé,Tortelduifje,,ŋg,t,voiced,voiceless,dor,cor,non-homorganic,ND,T,No,No,No,No,No,No,No
3248,ŋgùbù,(s.),,hippopotame. Nijl- .v paard.,,,,ŋg,b,voiced,voiced,dor,lab,non-homorganic,ND,D,No,No,Yes,No,No,No,No
3249,ŋgù’dù-,(s.),,"poitrine -; côté bombé de qc. Borst, borstkas; 'ge- bogenstaande kant.",poitrine -; côté bombé de qc,"Borst, borstkas; 'ge- bogenstaande kant",,ŋg,d',voiced,voiced,dor,cor,non-homorganic,ND,other,No,No,No,No,No,No,No
3250,ŋgùkú,(s.),,boîte ronde en. écorce. Doos uit boomschors.,boîte ronde en,écorce,,ŋg,k,voiced,voiceless,dor,dor,homorganic,ND,T,No,No,No,No,No,No,No
3251,ŋgu̍la̍,(s.),,"arbre hôte des anaphes •; chenille anaphe à nid commun, donnant la soiè d’anaphe. Boom zonder waarde door de anaphe- ruspen gezocht; anapheruspen die een soort zijdraad leveren.","arbre hôte des anaphes •; chenille anaphe à nid commun, donnant la soiè d’anaphe",Boom zonder waarde door de anaphe- ruspen gezocht; anapheruspen die een soort zijdraad leveren,,ŋg,l,voiced,voiced,dor,other,non-homorganic,ND,other,No,No,No,No,No,No,No
3252,ŋgúmbá,(s.),,manche crochu de houe. SteeT van hak in haak- vorpi.,manche crochu de houe,SteeT van hak in haak- vorpi,,ŋg,mb,voiced,voiced,dor,lab,non-homorganic,ND,ND,No,No,No,No,No,No,No
3253,ŋgùmbè,(s. étr.),,fusil. Geweer.,fusil,Geweer,,ŋg,mb,voiced,voiced,dor,lab,non-homorganic,ND,ND,No,No,No,No,No,No,No
3255,ŋgùŋge̍,(s.),,"buisson à écorce ■ fibreuse ; liens d’écorce ngürige. Struik met vezelachtige schors; schorskoorden van.ngunge.,",buisson à écorce ■ fibreuse ; liens d’écorce ngürige,Struik met vezelachtige schors; schorskoorden van,,ŋg,ŋg,voiced,voiced,dor,dor,homorganic,ND,ND,No,No,No,No,No,No,No
3256,ŋgutu,(v.),,"roussir, brûler,; être roussi, -— brûlé. Verzengen, aanbranden; verschwoid “—, aangebrand zijn. .",,,,ŋg,t,voiced,voiceless,dor,cor,non-homorganic,ND,T,No,No,No,No,No,No,No
3258,ŋmana,(v.),,"tendre, étirer, extraire en tirant. Spannen, uitrekken ; tussenuittrekken.","tendre, étirer, extraire en tirant","Spannen, uitrekken ; tussenuittrekken",,ŋm,n,voiced,voiced,labdor,cor,non-homorganic,N,N,No,No,No,No,No,No,No
3279,pàlà,(s.),,"place, lieu ; temps. Plaats; tijd.","place, lieu ; temps",Plaats; tijd,,p,l,voiceless,voiced,lab,other,non-homorganic,T,other,No,No,No,No,No,No,No
3283,pã̀lî-,(s.),,"bile, fiel. Gai.","bile, fiel",Gai,,p,l,voiceless,voiced,lab,other,non-homorganic,T,other,No,No,No,No,No,No,No
3284,panda,"(v., cfr.)",’banda," : croiser, tresser en çroisant. Kruiselings _ overeen vlechten.","’banda : croiser, tresser en çroisant",Kruiselings _ overeen vlechten,,p,nd,voiceless,voiced,lab,cor,non-homorganic,T,ND,No,No,No,No,No,No,No
3285,pànde̍,(s.),,raphia. fRafia (vezels).,raphia,fRafia (vezels),,p,nd,voiceless,voiced,lab,cor,non-homorganic,T,ND,No,No,No,No,No,No,No
3286,pànzà,(s.),,"broche en bois, bâton- ■ net à embrocher. Houten priem.","broche en bois, bâton- ■ net à embrocher",Houten priem,,p,nz,voiceless,voiced,lab,other,non-homorganic,T,other,No,No,No,No,No,No,No
3288,paŋa,(v.),,"être sur, être amer. Zuur —, bitter zijn.","être sur, être amer","Zuur —, bitter zijn",,p,ŋ,voiceless,voiced,lab,dor,non-homorganic,T,N,No,No,No,No,Yes,No,No
3289,pàŋgá,(s.),,flèche à pointe de fer barbelée. Pijl met ijzeren ' punt en weerhaken.,flèche à pointe de fer barbelée,Pijl met ijzeren ' punt en weerhaken,,p,ŋg,voiceless,voiced,lab,dor,non-homorganic,T,ND,No,No,No,No,No,No,No
3292,pata,(v.),,"penser à, se souvenir de. Denken op, zich herinneren.","penser à, se souvenir de","Denken op, zich herinneren",,p,t,voiceless,voiceless,lab,cor,non-homorganic,T,T,No,No,No,No,No,No,No
3293,pende,(v.),,"croiser, mettre à travers ; être croisé, se trouver à travers. Kruiselings overeenleggen, dwars leggen; dwars liggen, gèkruisd zijn.","croiser, mettre à travers ; être croisé, se trouver à travers","Kruiselings overeenleggen, dwars leggen; dwars liggen, gèkruisd zijn",,p,nd,voiceless,voiced,lab,cor,non-homorganic,T,ND,No,No,No,No,No,No,No
3296,pɛlɛ,(v.),,"épousseter, passer sur (à coups répétés), enduire à coups répétés. Met kleine aanrakingen bestrijken, — afvegen, — afstoffen, — afslaan.","épousseter, passer sur (à coups répétés), enduire à coups répétés","Met kleine aanrakingen bestrijken, — afvegen, — afstoffen, — afslaan",,p,l,voiceless,voiced,lab,other,non-homorganic,T,other,No,No,No,No,No,No,No
3297,pɛ̍lɛ̍,(s.),,"corde, fil, lien ; liane, tige grimpante. Koord, draad, bindsel; slingerplant. •","corde, fil, lien ; liane, tige grimpante","Koord, draad, bindsel; slingerplant",,p,l,voiceless,voiced,lab,other,non-homorganic,T,other,No,No,No,No,No,No,No
3300,pɛpɛ,(v.),,"vanner, activer en faisant du vent. Wannen, aanwaaien.","vanner, activer en faisant du vent","Wannen, aanwaaien",,p,p,voiceless,voiceless,lab,lab,homorganic,T,T,No,No,No,No,No,No,No
3301,pɛsɛ,(v.),,"répandre, étendre, disperser ; se répandre, se disperser. Verspreiden, uiteenspreiden; zich verspreiden, uiteenlopen.","répandre, étendre, disperser ; se répandre, se disperser","Verspreiden, uiteenspreiden; zich verspreiden, uiteenlopen",,p,s,voiceless,voiceless,lab,other,non-homorganic,T,other,No,No,No,No,No,No,No
3302,pɛ́tá,(s.),,"objets rangés, — entassés régulièrement. Regelmatig geschikte of op gestapelde hoeveelheid.","objets rangés, — entassés régulièrement",Regelmatig geschikte of op gestapelde hoeveelheid,,p,t,voiceless,voiceless,lab,cor,non-homorganic,T,T,No,No,No,No,No,No,No
3309,pumbu,(v.),,"être vide, être creux. Loos zijn, ledig zijn.","être vide, être creux","Loos zijn, ledig zijn",,p,mb,voiceless,voiced,lab,lab,homorganic,T,ND,No,No,No,No,No,No,No
3313,pùndà,(s. étr.),,âne. Ezel.,âne,Ezel,,p,nd,voiceless,voiced,lab,cor,non-homorganic,T,ND,No,No,No,No,No,No,No
3314,pùnzà,(s.),," : poudre (comme médicament, fard, etc.). Poeder '(van schors, bladeren, enz.)",,,,p,nz,voiceless,voiced,lab,other,non-homorganic,T,other,No,No,No,No,No,No,No
3316,putu,"(v., cfr.)",futu," : effacer. Uitwrijven, effenwrijven, uitvagen.",futu : effacer,"Uitwrijven, effenwrijven, uitvagen",,p,t,voiceless,voiceless,lab,cor,non-homorganic,T,T,No,No,No,No,No,No,No
3323,"sa’ba,",(v.),,"tordre ; se tordre, être tordu. Wringen, omwringen; gewrongen zijn.","tordre ; se tordre, être tordu","Wringen, omwringen; gewrongen zijn",,s,b',voiceless,voiced,other,lab,non-homorganic,other,other,No,No,No,No,No,No,No
3324,sà’bà,(s.),,tenailles de forgeron. Smistang om ijzer te wringen.,tenailles de forgeron,Smistang om ijzer te wringen,,s,b',voiceless,voiced,other,lab,non-homorganic,other,other,No,No,No,No,No,No,No
3327,sà’dà,(s.),,"déchets, gousses vides, son, etc. Afval, zemelen, schelpen.","déchets, gousses vides, son, etc","Afval, zemelen, schelpen",,s,d',voiceless,voiced,other,cor,non-homorganic,other,other,No,No,No,No,No,No,No
3328,sà’dè,(s.),,"animal, bête ; viande, chair. Dier, beest; vlees (ook van vis).","animal, bête ; viande, chair","Dier, beest; vlees (ook van vis)",,s,d',voiceless,voiced,other,cor,non-homorganic,other,other,No,No,No,No,No,No,No
3329,saka,(v.),,"choisir, trier. Uitkiezen, uitlezen.",,,,s,k,voiceless,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3330,saka,(v.),,"être habile, — adroit, — judicieux. Knap- zijn, ver- standig zijn,. ■","être habile, — adroit, — judicieux","Knap- zijn, ver- standig zijn,",,s,k,voiceless,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3332,sàkpá,(s. étr.),,hotte portée sur le dos. Hoge mand die op rug gedragen wordt.,hotte portée sur le dos,Hoge mand die op rug gedragen wordt,,s,kp,voiceless,voiceless,other,labdor,non-homorganic,other,T,No,No,No,No,No,No,No
3333,sala,(s.),,"perforer, percer ; saillir, sortir à travers ; être perforé, — troué. Dootboren, dwars doorsteken ; dwarsdoor uitsteken ; doorboord zijn; dwarsdoor open zijn.","perforer, percer ; saillir, sortir à travers ; être perforé, — troué","Dootboren, dwars doorsteken ; dwarsdoor uitsteken ; doorboord zijn; dwarsdoor open zijn",,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3334,sala,(v.),,"peigner, râteler, gratter. Kammen, rijven, scharrelen.","peigner, râteler, gratter","Kammen, rijven, scharrelen",,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3335,sa̍la̍,(s.),,"poil, plume. Haar (niet hoofdhaar), pluim.","poil, plume","Haar (niet hoofdhaar), pluim",,s,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
